CATION_ANION TEMP PRESSURE xCO2
C0290_A0048 298.15 15.00 0.3610
C0290_A0048 298.15 20.00 0.4280
C0290_A0048 308.15 1.00 0.0280
C0290_A0048 308.15 5.00 0.1330
C0290_A0048 308.15 10.00 0.2400
C0290_A0048 308.15 15.00 0.3260
C0290_A0048 308.15 20.00 0.3890
C0290_A0048 323.15 1.00 0.0250
C0290_A0048 323.15 5.00 0.1100
C0290_A0048 323.15 10.00 0.1990
C0290_A0048 323.15 15.00 0.2770
C0290_A0048 323.15 20.00 0.3400
C0515_A0048 298.15 1.00 0.0350
C0515_A0048 298.15 5.00 0.1550
C0515_A0048 298.15 10.00 0.2760
C0515_A0048 298.15 15.00 0.3690
C0515_A0048 298.15 20.00 0.4430
C0515_A0048 308.15 1.00 0.0290
C0515_A0048 308.15 5.00 0.1350
C0515_A0048 308.15 10.00 0.2430
C0515_A0048 308.15 15.00 0.3320
C0515_A0048 308.15 20.00 0.4010
C0515_A0048 323.15 1.00 0.0260
C0515_A0048 323.15 5.00 0.1170
C0515_A0048 323.15 10.00 0.2090
C0515_A0048 323.15 15.00 0.2880
C0515_A0048 323.15 20.00 0.3510
C1541_A0048 313.15 0.10 0.0024
C1541_A0048 313.15 0.50 0.0109
C1541_A0048 313.15 1.00 0.0212
C1541_A0048 313.15 2.00 0.0431
C1541_A0048 313.15 4.00 0.0834
C1541_A0048 313.15 7.00 0.1370
C1541_A0048 313.15 9.00 0.1710
C1541_A0048 313.15 10.00 0.1880
C1541_A0048 313.15 11.00 0.2040
C1541_A0048 313.15 13.00 0.2350
C1541_A0048 313.15 15.00 0.2630
C1541_A0048 313.15 17.00 0.2900
C1541_A0048 313.15 19.00 0.3170
C1541_A0048 323.15 0.10 0.0023
C1541_A0048 323.15 0.50 0.0093
C1541_A0048 323.15 1.00 0.0187
C1541_A0048 323.15 2.00 0.0379
C1541_A0048 323.15 4.00 0.0725
C1541_A0048 323.15 7.00 0.1180
C1541_A0048 323.15 9.00 0.1470
C1541_A0048 323.15 10.00 0.1610
C1541_A0048 323.15 11.00 0.1750
C1541_A0048 323.15 13.00 0.2020
C1541_A0048 323.15 15.00 0.2280
C1541_A0048 323.15 17.01 0.2530
C1541_A0048 323.15 19.01 0.2760
C1541_A0048 333.15 0.10 0.0022
C1541_A0048 333.15 0.50 0.0074
C1541_A0048 333.15 1.00 0.0154
C1541_A0048 333.15 2.00 0.0320
C1541_A0048 333.15 4.00 0.0606
C1541_A0048 333.15 7.00 0.1000
C1541_A0048 333.15 9.00 0.1260
C1541_A0048 333.15 10.00 0.1370
C1541_A0048 333.15 11.00 0.1490
C1541_A0048 333.15 13.00 0.1720
C1541_A0048 333.15 15.00 0.1930
C1541_A0048 333.15 17.00 0.2140
C1541_A0048 333.15 19.00 0.2320
C0460_A0081 313.15 1.00 0.0870
C0460_A0081 313.15 2.00 0.1160
C0460_A0081 313.15 4.00 0.1520
C0460_A0081 313.15 7.00 0.1890
C0460_A0081 313.15 9.00 0.2100
C0460_A0081 313.15 10.00 0.2180
C0460_A0081 313.15 11.00 0.2270
C0460_A0081 313.15 13.00 0.2420
C0460_A0081 313.15 15.00 0.2560
C0460_A0081 313.15 17.00 0.2710
C0460_A0081 313.15 19.00 0.2830
C0460_A0081 323.15 1.00 0.0714
C0460_A0081 323.15 4.00 0.1300
C0460_A0081 323.15 5.00 0.1430
C0460_A0081 323.15 7.00 0.1640
C0460_A0081 323.15 10.00 0.1910
C0460_A0081 323.15 19.00 0.2500
C0460_A0081 333.15 0.50 0.0430
C0460_A0081 333.15 1.00 0.0597
C0460_A0081 333.15 2.00 0.0829
C0460_A0081 333.15 4.00 0.1120
C0460_A0081 333.15 7.00 0.1430
C0460_A0081 333.15 9.00 0.1590
C0460_A0081 333.15 10.00 0.1670
C1558_A0048 313.15 0.10 0.0013
C1558_A0048 313.15 0.50 0.0013
C1558_A0048 313.15 1.00 0.0073
C1558_A0048 313.15 9.00 0.1350
C1558_A0048 313.15 10.00 0.1460
C1558_A0048 313.15 11.00 0.1590
C1558_A0048 313.15 13.00 0.1830
C1558_A0048 313.15 15.00 0.2080
C1558_A0048 313.15 17.00 0.2300
C1558_A0048 313.15 19.00 0.2540
C1558_A0048 323.15 0.10 0.0016
C1558_A0048 323.15 0.50 0.0062
C1558_A0048 323.15 1.00 0.0122
C1558_A0048 323.15 4.00 0.0557
C1558_A0048 323.15 7.00 0.0909
C1558_A0048 323.15 9.00 0.1159
C1558_A0048 323.15 10.00 0.1258
C1558_A0048 323.15 15.00 0.1826
C1558_A0017 313.15 0.10 0.0008
C1558_A0017 313.15 0.50 0.0018
C1558_A0017 313.15 1.00 0.0030
C1558_A0017 313.15 7.00 0.0253
C1558_A0017 313.15 11.00 0.0482
C1558_A0017 313.15 13.00 0.0552
C1558_A0017 323.15 0.10 0.0006
C1558_A0017 323.15 0.50 0.0012
C1558_A0017 323.15 9.00 0.0319
C1558_A0017 323.15 10.00 0.0365
C1558_A0017 323.15 11.00 0.0408
C1558_A0017 323.15 13.00 0.0473
C1558_A0017 323.15 15.00 0.0548
C1558_A0017 323.15 17.00 0.0614
C0460_A0117 313.15 17.10 0.3400
C0460_A0117 313.15 36.60 0.5200
C0460_A0117 313.15 52.80 0.6200
C0460_A0117 313.15 73.00 0.6700
C0460_A0117 313.15 87.90 0.7300
C0460_A0117 313.15 122.50 0.7600
C0460_A0117 313.15 153.20 0.7800
C0460_A0117 313.15 184.50 0.7900
C0190_A0117 313.15 48.00 0.6100
C0190_A0117 313.15 68.60 0.7000
C0190_A0117 313.15 89.50 0.7400
C0190_A0117 313.15 115.80 0.8000
C0190_A0117 313.15 126.50 0.8000
C0190_A0117 313.15 155.90 0.8200
C0190_A0117 313.15 171.10 0.8200
C0190_A0117 313.15 186.40 0.8200
C0460_A0071 313.15 19.80 0.3800
C0460_A0071 313.15 40.20 0.5700
C0460_A0071 313.15 60.70 0.6800
C0460_A0071 313.15 80.70 0.7400
C0460_A0071 313.15 102.40 0.7800
C0505_A0071 313.15 20.20 0.4400
C0505_A0071 313.15 40.00 0.6200
C0505_A0071 313.15 60.50 0.6900
C0505_A0071 313.15 80.60 0.7700
C0505_A0071 313.15 101.40 0.7800
C0190_A0071 313.15 20.50 0.5000
C0190_A0071 313.15 37.20 0.6200
C0190_A0071 313.15 60.90 0.7300
C0190_A0071 313.15 80.80 0.7900
C0190_A0071 313.15 99.90 0.8000
C0852_A0141 303.15 0.10 0.3651
C0190_A0071 298 6.97 0.2310
C0190_A0071 297.8 13.36 0.3800
C0190_A0071 298.2 19.55 0.4724
C0190_A0071 298.1 27.87 0.5764
C0190_A0071 298.2 33.60 0.6347
C0190_A0071 302.8 7.32 0.2233
C0190_A0071 302.4 14.09 0.3712
C0190_A0071 302.8 20.66 0.4652
C0190_A0071 303 29.44 0.5599
C0190_A0071 302.5 35.87 0.6222
C0190_A0071 312.6 8.05 0.2098
C0190_A0071 312.9 15.64 0.3511
C0190_A0071 313.3 22.85 0.4447
C0190_A0071 312.6 32.60 0.5372
C0190_A0071 313 40.25 0.5971
C0190_A0071 322.9 8.78 0.1974
C0190_A0071 322.5 17.02 0.3342
C0190_A0071 322.6 24.84 0.4261
C0190_A0071 323.1 35.46 0.5208
C0190_A0071 322.7 44.15 0.5756
C0190_A0071 333.1 9.48 0.1864
C0190_A0071 332.9 18.47 0.3176
C0190_A0071 333.1 27.02 0.4067
C0190_A0071 332.6 38.34 0.5024
C0190_A0071 333.3 48.30 0.5539
C0190_A0071 342.9 10.12 0.1772
C0190_A0071 342.5 19.77 0.3034
C0190_A0071 343 29.05 0.3896
C0190_A0071 342.8 41.27 0.4856
C0190_A0071 343.2 51.98 0.5369
C0756_A0087 298.2 0.09 0.1390
C0756_A0087 298.2 0.22 0.2440
C0756_A0087 298.2 0.60 0.3190
C0756_A0087 298.2 1.53 0.3810
C0756_A0087 298.2 2.66 0.4160
C0756_A0087 298.2 4.63 0.4480
C0460_A0182 295.15 0.00 0.1379
C0460_A0182 295.15 0.01 0.2424
C0460_A0182 295.15 0.03 0.3377
C0460_A0182 295.15 0.08 0.3827
C0460_A0182 295.15 0.15 0.4083
C0460_A0182 295.15 0.24 0.4220
C0460_A0182 295.15 0.37 0.4318
C0460_A0182 295.15 0.51 0.4382
C0460_A0182 295.15 0.68 0.4444
C0460_A0182 295.15 0.84 0.4475
C0460_A0182 295.15 0.96 0.4475
C0460_A0098 295.15 0.00 0.0476
C0460_A0098 295.15 0.01 0.0909
C0460_A0098 295.15 0.01 0.1379
C0460_A0098 295.15 0.01 0.1803
C0460_A0098 295.15 0.02 0.2188
C0460_A0098 295.15 0.03 0.2593
C0460_A0098 295.15 0.04 0.2908
C0460_A0098 295.15 0.06 0.3197
C0460_A0098 295.15 0.09 0.3377
C0460_A0098 295.15 0.13 0.3548
C0460_A0098 295.15 0.20 0.3631
C0460_A0098 295.15 0.29 0.3750
C0460_A0098 295.15 0.41 0.3865
C0460_A0098 295.15 0.55 0.3976
C0460_A0098 295.15 0.75 0.4048
C0460_A0098 295.15 0.90 0.4118
C0460_A0205 295.15 0.03 0.0741
C0460_A0205 295.15 0.06 0.1304
C0460_A0205 295.15 0.10 0.1870
C0460_A0205 295.15 0.15 0.2308
C0460_A0205 295.15 0.23 0.2647
C0460_A0205 295.15 0.31 0.2806
C0460_A0205 295.15 0.45 0.3007
C0460_A0205 295.15 0.60 0.3151
C0460_A0205 295.15 0.79 0.3243
C0460_A0205 295.15 0.96 0.3333
C0460_A0205 295.15 0.81 0.3464
C0460_A0205 295.15 0.93 0.3506
C0460_A0206 295.15 0.11 0.0000
C0460_A0206 295.15 0.23 0.0000
C0460_A0206 295.15 0.39 0.0099
C0460_A0206 295.15 0.54 0.0099
C0460_A0206 295.15 0.70 0.0196
C0460_A0206 295.15 0.94 0.0291
C0190_A0048 413.15 46.74 0.3481
C0190_A0048 393.15 46.43 0.3683
C0190_A0048 373.15 46.03 0.3966
C0190_A0048 353.15 45.47 0.4393
C0190_A0048 333.15 44.71 0.4921
C0190_A0048 313.15 43.51 0.5665
C0190_A0048 293.15 41.55 0.6555
C0190_A0048 413.15 30.71 0.2612
C0190_A0048 393.15 30.44 0.2812
C0190_A0048 373.15 30.09 0.3101
C0190_A0048 353.15 29.66 0.3449
C0190_A0048 333.15 29.08 0.3919
C0190_A0048 313.15 28.27 0.4530
C0190_A0048 293.15 27.02 0.5345
C0190_A0048 273.15 24.79 0.6425
C0190_A0048 413.15 13.11 0.1342
C0190_A0048 393.15 12.98 0.1455
C0190_A0048 373.15 12.81 0.1632
C0190_A0048 353.15 12.61 0.1843
C0190_A0048 333.15 12.34 0.2153
C0190_A0048 313.15 11.99 0.2554
C0190_A0048 293.15 11.48 0.3131
C0190_A0048 273.15 10.69 0.3936
C0190_A0048 413.15 4.88 0.0537
C0190_A0048 393.15 4.83 0.0586
C0190_A0048 373.15 4.77 0.0653
C0190_A0048 353.15 4.69 0.0758
C0190_A0048 333.15 4.59 0.0900
C0190_A0048 313.15 4.46 0.1095
C0190_A0048 293.15 4.27 0.1401
C0190_A0048 273.15 3.99 0.1852
C0460_A0117 313.15 17.10 0.3400
C0460_A0117 313.15 36.60 0.5200
C0460_A0117 313.15 52.80 0.6200
C0460_A0117 313.15 73.00 0.6700
C0460_A0117 313.15 87.90 0.7300
C0460_A0117 313.15 122.50 0.7600
C0460_A0117 313.15 153.20 0.7800
C0460_A0117 313.15 184.50 0.7900
C0190_A0117 313.15 48.00 0.6100
C0190_A0117 313.15 68.60 0.7000
C0190_A0117 313.15 89.50 0.7400
C0190_A0117 313.15 115.80 0.8000
C0190_A0117 313.15 126.50 0.8000
C0190_A0117 313.15 155.90 0.8200
C0190_A0117 313.15 171.10 0.8200
C0190_A0117 313.15 186.40 0.8200
C0505_A0207 298.2 19.10 0.1043
C0505_A0207 298.2 21.20 0.2024
C0505_A0207 298.2 23.00 0.2949
C0505_A0207 298.2 28.90 0.4041
C0505_A0207 298.2 40.80 0.5039
C0505_A0207 298.2 49.70 0.5971
C0505_A0207 298.2 59.50 0.7001
C0505_A0207 298.2 70.30 0.8010
C0505_A0207 298.2 85.20 0.9008
C0505_A0207 303.2 22.00 0.1043
C0505_A0207 303.2 24.20 0.2024
C0505_A0207 303.2 27.61 0.2949
C0505_A0207 303.2 33.80 0.4041
C0505_A0207 303.2 44.60 0.5039
C0505_A0207 303.2 53.20 0.5971
C0505_A0207 303.2 64.20 0.7001
C0505_A0207 303.2 74.80 0.8010
C0505_A0207 303.2 89.90 0.9008
C0505_A0207 303.2 97.60 0.9516
C0505_A0207 308.2 25.30 0.1043
C0505_A0207 308.2 27.30 0.2024
C0505_A0207 308.2 30.00 0.2949
C0505_A0207 308.2 37.70 0.4041
C0505_A0207 308.2 48.30 0.5039
C0505_A0207 308.2 56.40 0.5971
C0505_A0207 308.2 67.40 0.7001
C0505_A0207 308.2 78.10 0.8010
C0505_A0207 308.2 95.40 0.9008
C0505_A0207 308.2 107.50 0.9516
C0505_A0207 313.2 28.30 0.1043
C0505_A0207 313.2 31.30 0.2024
C0505_A0207 313.2 32.90 0.2949
C0505_A0207 313.2 42.80 0.4041
C0505_A0207 313.2 53.80 0.5039
C0505_A0207 313.2 62.30 0.5971
C0505_A0207 313.2 72.70 0.7001
C0505_A0207 313.2 83.90 0.8010
C0505_A0207 313.2 101.00 0.9008
C0505_A0207 313.2 117.90 0.9516
C0505_A0207 318.2 31.20 0.1043
C0505_A0207 318.2 34.20 0.2024
C0505_A0207 318.2 37.70 0.2949
C0505_A0207 318.2 46.70 0.4041
C0505_A0207 318.2 59.10 0.5039
C0505_A0207 318.2 66.90 0.5971
C0505_A0207 318.2 77.60 0.7001
C0505_A0207 318.2 87.90 0.8010
C0505_A0207 318.2 107.90 0.9008
C0505_A0207 318.2 131.30 0.9516
C0505_A0207 323.2 32.90 0.1043
C0505_A0207 323.2 35.50 0.2024
C0505_A0207 323.2 38.50 0.2949
C0505_A0207 323.2 49.20 0.4041
C0505_A0207 323.2 63.30 0.5039
C0505_A0207 323.2 71.00 0.5971
C0505_A0207 323.2 81.90 0.7001
C0505_A0207 323.2 92.60 0.8010
C0505_A0207 323.2 112.00 0.9008
C0505_A0207 323.2 141.10 0.9516
C0519_A0182 295.15 0.00 0.0000
C0519_A0182 295.15 0.01 0.2188
C0519_A0182 295.15 0.03 0.3464
C0519_A0182 295.15 0.12 0.4382
C0519_A0182 295.15 0.26 0.4595
C0519_A0182 295.15 0.39 0.4681
C0519_A0182 295.15 0.61 0.4737
C0519_A0182 295.15 0.90 0.4819
C1210_A0182 295.15 0.00 0.0000
C1210_A0182 295.15 0.02 0.2647
C1210_A0182 295.15 0.05 0.3827
C1210_A0182 295.15 0.13 0.4382
C1210_A0182 295.15 0.26 0.4565
C1210_A0182 295.15 0.43 0.4624
C1210_A0182 295.15 0.64 0.4681
C1210_A0182 295.15 0.83 0.4737
C1210_A0182 295.15 0.97 0.4792
C1136_A0182 295.15 0.00 0.0000
C1136_A0182 295.15 0.02 0.1597
C1136_A0182 295.15 0.04 0.2701
C1136_A0182 295.15 0.06 0.3506
C1136_A0182 295.15 0.10 0.4083
C1136_A0182 295.15 0.18 0.4444
C1136_A0182 295.15 0.29 0.4652
C1136_A0182 295.15 0.44 0.4737
C1136_A0182 295.15 0.60 0.4764
C1136_A0182 295.15 0.79 0.4792
C1136_A0182 295.15 0.95 0.4845
C1203_A0182 295.15 0.00 0.0000
C1203_A0182 295.15 0.02 0.2248
C1203_A0182 295.15 0.06 0.3548
C1203_A0182 295.15 0.13 0.4186
C1203_A0182 295.15 0.22 0.4413
C1203_A0182 295.15 0.43 0.4595
C1203_A0182 295.15 0.59 0.4681
C1203_A0182 295.15 0.77 0.4737
C1203_A0182 295.15 0.95 0.4767
C1209_A0182 295.15 0.00 0.0000
C1209_A0182 295.15 0.02 0.1525
C1209_A0182 295.15 0.05 0.2806
C1209_A0182 295.15 0.10 0.3506
C1209_A0182 295.15 0.17 0.4083
C1209_A0182 295.15 0.29 0.4413
C1209_A0182 295.15 0.47 0.4565
C1209_A0182 295.15 0.66 0.4681
C1209_A0182 295.15 0.91 0.4764
C1199_A0152 313.2 1.00 0.4334
C1199_A0208 313.2 1.00 0.4023
C1199_A0209 313.2 1.00 0.4256
C1199_A0155 313.2 1.00 0.4571
C0505_A0015 303.15 7.00 0.1590
C0505_A0015 313.15 9.70 0.1590
C0505_A0015 323.15 12.60 0.1590
C0505_A0015 333.15 16.40 0.1590
C0505_A0015 343.15 21.20 0.1590
C0505_A0015 353.15 24.10 0.1590
C0505_A0015 363.15 27.70 0.1590
C0505_A0015 373.15 31.90 0.1590
C0505_A0015 303.15 13.90 0.1980
C0505_A0015 313.15 18.80 0.1980
C0505_A0015 323.15 23.30 0.1980
C0505_A0015 333.15 28.00 0.1980
C0505_A0015 343.15 34.60 0.1980
C0505_A0015 353.15 39.60 0.1980
C0505_A0015 363.15 47.50 0.1980
C0505_A0015 373.15 54.60 0.1980
C0505_A0015 303.15 18.80 0.2480
C0505_A0015 313.15 27.10 0.2480
C0505_A0015 323.15 35.90 0.2480
C0505_A0015 333.15 43.30 0.2480
C0505_A0015 343.15 50.40 0.2480
C0505_A0015 353.15 59.30 0.2480
C0505_A0015 363.15 67.80 0.2480
C0505_A0015 373.15 75.80 0.2480
C0505_A0015 303.15 33.90 0.2940
C0505_A0015 313.15 42.20 0.2940
C0505_A0015 323.15 52.20 0.2940
C0505_A0015 333.15 62.40 0.2940
C0505_A0015 343.15 73.40 0.2940
C0505_A0015 353.15 83.80 0.2940
C0505_A0015 363.15 94.40 0.2940
C0505_A0015 373.15 108.00 0.2940
C0505_A0015 303.15 37.50 0.3450
C0505_A0015 313.15 49.70 0.3450
C0505_A0015 323.15 59.70 0.3450
C0505_A0015 333.15 83.00 0.3450
C0505_A0015 343.15 101.80 0.3450
C0505_A0015 353.15 123.70 0.3450
C0505_A0015 363.15 144.60 0.3450
C0505_A0015 373.15 162.90 0.3450
C0505_A0015 303.15 50.40 0.3810
C0505_A0015 313.15 64.20 0.3810
C0505_A0015 323.15 85.60 0.3810
C0505_A0015 333.15 107.90 0.3810
C0505_A0015 343.15 136.40 0.3810
C0505_A0015 353.15 158.70 0.3810
C0505_A0015 363.15 184.10 0.3810
C0505_A0015 373.15 207.20 0.3810
C0505_A0015 303.15 86.10 0.4220
C0505_A0015 313.15 122.50 0.4220
C0505_A0015 323.15 159.30 0.4220
C0505_A0015 333.15 192.80 0.4220
C0505_A0015 343.15 223.60 0.4220
C0505_A0015 353.15 253.90 0.4220
C0505_A0015 363.15 281.30 0.4220
C0505_A0015 373.15 305.60 0.4220
C0505_A0015 303.15 159.70 0.4540
C0505_A0015 313.15 202.50 0.4540
C0505_A0015 323.15 238.50 0.4540
C0505_A0015 333.15 274.60 0.4540
C0505_A0015 343.15 307.70 0.4540
C0505_A0015 353.15 336.50 0.4540
C0505_A0015 363.15 363.70 0.4540
C0505_A0015 373.15 388.60 0.4540
C0505_A0015 303.15 234.30 0.4650
C0505_A0015 313.15 277.10 0.4650
C0505_A0015 323.15 315.20 0.4650
C0505_A0015 333.15 351.30 0.4650
C0505_A0015 343.15 384.00 0.4650
C0505_A0015 353.15 413.10 0.4650
C0505_A0015 363.15 439.50 0.4650
C0505_A0015 373.15 464.90 0.4650
C0505_A0015 303.15 416.90 0.4850
C0505_A0015 313.15 456.60 0.4850
C0505_A0015 323.15 486.50 0.4850
C0505_A0015 333.15 518.30 0.4850
C0505_A0015 343.15 547.80 0.4850
C0505_A0015 353.15 573.30 0.4850
C0505_A0015 363.15 597.40 0.4850
C0505_A0015 373.15 619.30 0.4850
C0505_A0015 303.15 587.20 0.4980
C0505_A0015 313.15 618.10 0.4980
C0505_A0015 323.15 642.30 0.4980
C0505_A0015 333.15 669.20 0.4980
C0505_A0015 343.15 694.40 0.4980
C0505_A0015 353.15 717.30 0.4980
C0505_A0015 363.15 737.20 0.4980
C0505_A0015 373.15 754.50 0.4980
C0505_A0015 303.15 815.70 0.5140
C0505_A0015 313.15 847.20 0.5140
C0505_A0015 323.15 874.20 0.5140
C0505_A0015 333.15 900.90 0.5140
C0505_A0015 343.15 919.30 0.5140
C0505_A0015 353.15 930.90 0.5140
C0505_A0015 363.15 942.60 0.5140
C0505_A0015 373.15 954.60 0.5140
C0505_A0056 303.15 8.20 0.1740
C0505_A0056 313.15 9.80 0.1740
C0505_A0056 323.15 12.10 0.1740
C0505_A0056 333.15 14.20 0.1740
C0505_A0056 343.15 17.90 0.1740
C0505_A0056 353.15 21.60 0.1740
C0505_A0056 363.15 25.00 0.1740
C0505_A0056 373.15 29.60 0.1740
C0505_A0056 303.15 14.10 0.2390
C0505_A0056 313.15 17.40 0.2390
C0505_A0056 323.15 21.70 0.2390
C0505_A0056 333.15 26.90 0.2390
C0505_A0056 343.15 31.80 0.2390
C0505_A0056 353.15 36.20 0.2390
C0505_A0056 363.15 42.70 0.2390
C0505_A0056 373.15 48.30 0.2390
C0505_A0056 303.15 21.50 0.3010
C0505_A0056 313.15 26.50 0.3010
C0505_A0056 323.15 31.70 0.3010
C0505_A0056 333.15 38.20 0.3010
C0505_A0056 343.15 43.80 0.3010
C0505_A0056 353.15 51.10 0.3010
C0505_A0056 363.15 58.20 0.3010
C0505_A0056 373.15 63.70 0.3010
C0505_A0056 303.15 27.10 0.3540
C0505_A0056 313.15 33.00 0.3540
C0505_A0056 323.15 39.60 0.3540
C0505_A0056 333.15 48.40 0.3540
C0505_A0056 343.15 57.80 0.3540
C0505_A0056 353.15 65.60 0.3540
C0505_A0056 363.15 76.50 0.3540
C0505_A0056 373.15 86.40 0.3540
C0505_A0056 303.15 35.70 0.4170
C0505_A0056 313.15 44.80 0.4170
C0505_A0056 323.15 55.30 0.4170
C0505_A0056 333.15 67.30 0.4170
C0505_A0056 343.15 79.20 0.4170
C0505_A0056 353.15 92.40 0.4170
C0505_A0056 363.15 108.70 0.4170
C0505_A0056 373.15 126.10 0.4170
C0505_A0056 303.15 44.20 0.4750
C0505_A0056 313.15 56.80 0.4750
C0505_A0056 323.15 75.90 0.4750
C0505_A0056 333.15 100.20 0.4750
C0505_A0056 343.15 125.60 0.4750
C0505_A0056 353.15 157.70 0.4750
C0505_A0056 363.15 190.00 0.4750
C0505_A0056 373.15 218.80 0.4750
C0505_A0056 303.15 53.30 0.5140
C0505_A0056 313.15 70.00 0.5140
C0505_A0056 323.15 100.70 0.5140
C0505_A0056 333.15 140.10 0.5140
C0505_A0056 343.15 179.80 0.5140
C0505_A0056 353.15 213.10 0.5140
C0505_A0056 363.15 248.50 0.5140
C0505_A0056 373.15 281.10 0.5140
C0505_A0056 303.15 88.40 0.5500
C0505_A0056 313.15 136.70 0.5500
C0505_A0056 323.15 184.60 0.5500
C0505_A0056 333.15 232.70 0.5500
C0505_A0056 343.15 276.90 0.5500
C0505_A0056 353.15 316.10 0.5500
C0505_A0056 363.15 350.60 0.5500
C0505_A0056 373.15 387.60 0.5500
C0505_A0056 303.15 204.60 0.5790
C0505_A0056 313.15 259.20 0.5790
C0505_A0056 323.15 311.60 0.5790
C0505_A0056 333.15 351.80 0.5790
C0505_A0056 343.15 393.20 0.5790
C0505_A0056 353.15 429.90 0.5790
C0505_A0056 363.15 453.60 0.5790
C0505_A0056 373.15 474.50 0.5790
C0505_A0056 303.15 233.30 0.5940
C0505_A0056 313.15 289.00 0.5940
C0505_A0056 323.15 344.50 0.5940
C0505_A0056 333.15 395.30 0.5940
C0505_A0056 343.15 439.10 0.5940
C0505_A0056 353.15 480.30 0.5940
C0505_A0056 363.15 514.70 0.5940
C0505_A0056 373.15 547.60 0.5940
C0505_A0056 303.15 328.10 0.6160
C0505_A0056 313.15 388.80 0.6160
C0505_A0056 323.15 451.10 0.6160
C0505_A0056 333.15 500.80 0.6160
C0505_A0056 343.15 552.80 0.6160
C0505_A0056 353.15 600.00 0.6160
C0505_A0056 363.15 638.60 0.6160
C0505_A0056 373.15 674.80 0.6160
C0505_A0056 303.15 553.10 0.6340
C0505_A0056 313.15 587.10 0.6340
C0505_A0056 323.15 640.50 0.6340
C0505_A0056 333.15 682.30 0.6340
C0505_A0056 343.15 728.10 0.6340
C0505_A0056 353.15 772.50 0.6340
C0505_A0056 363.15 811.10 0.6340
C0505_A0056 373.15 847.10 0.6340
C0505_A0055 303.15 4.00 0.1570
C0505_A0055 313.15 5.00 0.1570
C0505_A0055 323.15 6.40 0.1570
C0505_A0055 333.15 8.10 0.1570
C0505_A0055 343.15 10.20 0.1570
C0505_A0055 353.15 12.30 0.1570
C0505_A0055 363.15 14.00 0.1570
C0505_A0055 373.15 17.00 0.1570
C0505_A0055 303.15 10.60 0.2610
C0505_A0055 313.15 13.70 0.2610
C0505_A0055 323.15 15.90 0.2610
C0505_A0055 333.15 18.60 0.2610
C0505_A0055 343.15 22.50 0.2610
C0505_A0055 353.15 27.30 0.2610
C0505_A0055 363.15 31.90 0.2610
C0505_A0055 373.15 36.20 0.2610
C0505_A0055 303.15 16.40 0.3250
C0505_A0055 313.15 20.20 0.3250
C0505_A0055 323.15 24.80 0.3250
C0505_A0055 333.15 29.70 0.3250
C0505_A0055 343.15 35.40 0.3250
C0505_A0055 353.15 42.00 0.3250
C0505_A0055 363.15 48.80 0.3250
C0505_A0055 373.15 54.00 0.3250
C0505_A0055 303.15 24.10 0.3900
C0505_A0055 313.15 29.20 0.3900
C0505_A0055 323.15 36.20 0.3900
C0505_A0055 333.15 42.10 0.3900
C0505_A0055 343.15 49.70 0.3900
C0505_A0055 353.15 57.70 0.3900
C0505_A0055 363.15 66.10 0.3900
C0505_A0055 373.15 77.30 0.3900
C0505_A0055 303.15 30.70 0.4530
C0505_A0055 313.15 38.10 0.4530
C0505_A0055 323.15 45.70 0.4530
C0505_A0055 333.15 54.40 0.4530
C0505_A0055 343.15 63.90 0.4530
C0505_A0055 353.15 76.00 0.4530
C0505_A0055 363.15 87.50 0.4530
C0505_A0055 373.15 99.10 0.4530
C0505_A0055 303.15 37.90 0.5020
C0505_A0055 313.15 46.30 0.5020
C0505_A0055 323.15 56.10 0.5020
C0505_A0055 333.15 68.10 0.5020
C0505_A0055 343.15 79.20 0.5020
C0505_A0055 353.15 93.20 0.5020
C0505_A0055 363.15 110.50 0.5020
C0505_A0055 373.15 131.90 0.5020
C0505_A0055 303.15 47.00 0.5690
C0505_A0055 313.15 57.40 0.5690
C0505_A0055 323.15 75.70 0.5690
C0505_A0055 333.15 98.10 0.5690
C0505_A0055 343.15 125.30 0.5690
C0505_A0055 353.15 151.90 0.5690
C0505_A0055 363.15 177.60 0.5690
C0505_A0055 373.15 206.20 0.5690
C0505_A0055 303.15 347.90 0.7060
C0505_A0055 313.15 405.40 0.7060
C0505_A0055 323.15 462.10 0.7060
C0505_A0055 333.15 518.90 0.7060
C0505_A0055 343.15 561.00 0.7060
C0505_A0055 353.15 607.60 0.7060
C0505_A0055 363.15 650.20 0.7060
C0505_A0055 373.15 692.30 0.7060
C0505_A0055 303.15 520.00 0.7300
C0505_A0055 313.15 581.50 0.7300
C0505_A0055 323.15 642.70 0.7300
C0505_A0055 333.15 695.40 0.7300
C0505_A0055 343.15 744.40 0.7300
C0505_A0055 353.15 791.90 0.7300
C0505_A0055 363.15 834.40 0.7300
C0505_A0055 373.15 877.10 0.7300
C0505_A0055 303.15 619.00 0.7410
C0505_A0055 313.15 678.90 0.7410
C0505_A0055 323.15 736.70 0.7410
C0505_A0055 333.15 792.90 0.7410
C0505_A0055 343.15 841.90 0.7410
C0505_A0055 353.15 891.50 0.7410
C0505_A0055 363.15 933.30 0.7410
C0505_A0055 373.15 973.00 0.7410
C0505_A0055 298.1 5.27 0.1000
C0505_A0055 303.21 5.80 0.1000
C0505_A0055 308.12 6.35 0.1000
