unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,cosolvent
perrin_supp7431,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,"InChI=1S/C20H24ClN3S/c1-22-11-13-23(14-12-22)9-4-10-24-17-5-2-3-6-19(17)25-20-8-7-16(21)15-18(20)24/h2-3,5-8,15H,4,9-14H2,1H3",pkb2,10.4,not_stated,,E3dg,Uncertain,C10,,,"phenothiazine, 2-chloro-10-(N-methyl)piperazinylpropyl-",['manual_no_smiles'],1,,perrin_supp,,B,,
perrin_supp7433,CCN(CC)CCN1c2ccccc2Sc2ccccc21,"InChI=1S/C18H22N2S/c1-3-19(4-2)13-14-20-15-9-5-7-11-17(15)21-18-12-8-6-10-16(18)20/h5-12H,3-4,13-14H2,1-2H3",pkb,7,,,E,,E25,,,"phenothiazine, 10-(2-diethylaminoethyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,B,,
perrin_supp7434,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3",pkb,4.85,not_stated,,E3dg,Uncertain,C10,,,"phenothiazine, 10-(2-dimethylaminomethyl)propyl-2-methoxy-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,B,,
perrin_supp7435,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,"InChI=1S/C17H20N2S/c1-13(18(2)3)12-19-14-8-4-6-10-16(14)20-17-11-7-5-9-15(17)19/h4-11,13H,12H2,1-3H3",pkb,4.9,not_stated,,E3dg,Uncertain,C10,,,"phenothiazine, 10-(2-dimethylaminopropyl)-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,B,,
perrin_supp7437,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,"InChI=1S/C18H19F3N2S/c1-22(2)10-5-11-23-14-6-3-4-7-16(14)24-17-9-8-13(12-15(17)23)18(19,20)21/h3-4,6-9,12H,5,10-11H2,1-2H3",pkb,4.59,not_stated,,E3dg,Uncertain,C10,,,"phenothiazine, 10-(3-dimethylaminopropyl)-2-trifluoromethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,B,,
perrin_supp7439,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,"InChI=1S/C21H26N2S2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(24-2)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",pkb,4.84,not_stated,,E3dg,Uncertain,C10,,,"phenothiazine, 10-[2-(N-methyl)piperidinyl]ethyl-2-methylthio-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,B,,
perrin_supp7441,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,"InChI=1S/C18H20N2S/c1-3-9-17-15(7-1)20(14-13-19-11-5-6-12-19)16-8-2-4-10-18(16)21-17/h1-4,7-10H,5-6,11-14H2",pkb,5.09,not_stated,,E3dg,Uncertain,C10,,,"phenothiazine, 10-(N-pyrrolidinyl)ethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,B,,
perrin_supp7463,CN1C2CC=C(C(=O)O)C1CC2,"InChI=1S/C9H13NO2/c1-10-6-2-4-7(9(11)12)8(10)5-3-6/h4,6,8H,2-3,5H2,1H3,(H,11,12)",pkb,10.2,,Change of optical rotation with pH,,,A57,,,Anhydroecgonine,"['cirpy_name1', 'pubchem_name1']",2,,perrin_supp,,B,,
perrin_supp7465,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,"InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2/t13-,14-,18+,19-/m0/s1",pkb1,5.85,,,,,D18,,,Cinchonine,"['chemaxon_name1', 'cirpy_name1']",2,,perrin_supp,,B,,
perrin_supp7465,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,"InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2/t13-,14-,18+,19-/m0/s1",pkb2,9.96,,,,,D18,,,Cinchonine,"['chemaxon_name1', 'cirpy_name1']",2,,perrin_supp,,B,,
perrin_supp7472,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](O)C2,"InChI=1S/C9H15NO3/c1-10-5-2-3-6(10)8(9(12)13)7(11)4-5/h5-8,11H,2-4H2,1H3,(H,12,13)/t5-,6+,7-,8+/m0/s1",pkb,11.2,,Change of optical rotation with pH,,,A57,,,Ecgonine,['manual_inconsistent'],1,,perrin_supp,,B,,
perrin_supp7481,Cc1nc2c(c(=O)n(C)c(=O)n2C)n1C,InChI=1S/C9H12N4O2/c1-5-10-7-6(11(5)2)8(14)13(4)9(15)12(7)3/h1-4H3,pkb,11.4,,,E,,E25,,,Methylcaffeine,['manual_inconsistent'],1,,perrin_supp,,B,,
perrin_supp7488,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",pkb1,5.46,,,,,D18,,,Quinidine,"['chemaxon_name1', 'cirpy_name1']",2,,perrin_supp,,B,,
perrin_supp7488,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",pkb2,10,,,,,D18,,,Quinidine,"['chemaxon_name1', 'cirpy_name1']",2,,perrin_supp,,B,,
perrin_supp7490,Cn1c(=O)c2[nH]cnc2n(C)c1=O,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",pkb,11.5,,Rate of hydrolysis of methyl acetate,E,,E25,,,Theophylline,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,B,,
perrin_supp7856,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C7H17NO5/c1-8-2-4(10)6(12)7(13)5(11)3-9/h4-13H,2-3H2,1H3/t4-,5+,6+,7+/m0/s1",pkb,4.83,22,,E,Uncertain,B3,,,Methylglucamine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,B,,
perrin_supp8208,N#Cc1cccc(NN)c1,"InChI=1S/C7H7N3/c8-5-6-2-1-3-7(4-6)10-9/h1-4,10H,9H2",pkb,9.5,not_stated,"pKb, extrapolated from dioxan-water values",not stated,Uncertain,W13a,,,"hydrazine, (3-cyano)phenyl-","['OPSIN_name1', 'manual_only_one']",2,,perrin_supp,,B,,from dioxan-water
perrin_supp8209,N#Cc1ccc(NN)cc1,"InChI=1S/C7H7N3/c8-5-6-1-3-7(10-9)4-2-6/h1-4,10H,9H2",pkb,10.02,not_stated,"pKb, extrapolated from dioxan-water values",not stated,Uncertain,W13a,,,"hydrazine, (4-cyano)phenyl-","['OPSIN_name1', 'manual_only_one']",2,,perrin_supp,,B,,from dioxan-water
perrin_supp8231,NNc1cccc(I)c1,"InChI=1S/C6H7IN2/c7-5-2-1-3-6(4-5)9-8/h1-4,9H,8H2",pkb,9.23,not_stated,"pKb, extrapolated from dioxan-water values",not stated,Uncertain,W13a,,,"hydrazine, 3-iodophenyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,B,,dioxan-water
perrin_supp8232,NNc1ccc(I)cc1,"InChI=1S/C6H7IN2/c7-5-1-3-6(9-8)4-2-5/h1-4,9H,8H2",pkb,9.1,not_stated,"pKb, extrapolated from dioxan-water values",not stated,Uncertain,W13a,,,"hydrazine, 4-iodophenyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,B,,dioxan-water
perrin_supp8255,NNc1ccc(Oc2ccccc2)cc1,"InChI=1S/C12H12N2O/c13-14-10-6-8-12(9-7-10)15-11-4-2-1-3-5-11/h1-9,14H,13H2",pkb,8.64,not_stated,"pKb, extrapolated from dioxan-water values",not stated,Uncertain,W13a,,,"hydrazine, 4-phenoxyphenyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,B,,dioxan-water
